subscriber_id,age,gender,subscription_tenure_months,region,payment_method,support_tickets_raised,satisfaction_score,promo_discount_pct,days_since_last_activity,monthly_spend_eur,churn,live_sports_subscriber,sports_events_watched_month,favourite_live_sport,live_event_spike_signup,stream_quality_preference,bets_placed_total,avg_bet_amount_eur,avg_betting_odds,betting_win_rate,total_stake_eur,total_gain_eur,total_ggr,favourite_sport,preferred_bet_type,betting_enabled,responsible_gambling_flag,betting_profile,game_genre_preference,gaming_playtime_hours_weekly,in_app_purchases_gaming,gaming_sessions_per_week,avg_gaming_session_mins,gaming_engagement_level,ott_gaming_app_used,acquisition_channel,acquisition_campaign_type,ad_spend_eur,ctr,conversion_rate,time_on_site_mins,loyalty_points,roas,used_free_trial,promo_discount_applied,avg_session_duration_mins,titles_watched_per_month,series_completion_rate,content_genre_preference,peak_viewing_hour,primary_device,num_devices_registered,download_feature_used,live_to_vod_ratio,subscription_plan,payment_failures,plan_change_history,data_source
SUB-04650,24.0,Male,58.0,APAC,Credit Card,2.0,8.0,12.38,156.0,61.7,0,Yes,10.0,Football,Yes,4K,25.0,82.61,4.49,0.44,2065.35,2635.36,-570.01,Football,single,Yes,No,Regular,Sports,1.4896623467652557,0.0,14.0,138.0,High,Yes,Referral,Consideration,1203.544943,0.04264960026,0.05570028196,7.491533388,2666.0,157.77,Yes,Yes,44.7,66.0,0.48,Comedy,Evening,Desktop,6.0,No,0.37,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-04651,64.0,Male,36.0,AMER,Credit Card,2.0,9.0,19.13,178.0,60.57,0,Yes,8.0,Football,No,SD,18.0,6.03,5.01,0.28,108.5,68.97,39.53,Football,single,Yes,No,Regular,Action,1.9837933351022343,0.0,16.0,101.0,High,Yes,Email,Conversion,9495.392466,0.2581519909,0.08144148981,1.090170195,4740.0,387.73,No,No,17.6,70.0,0.65,Reality,Morning,Desktop,6.0,No,0.41,Basic,0.0,No Change,OTT_PLATFORM
SUB-04652,24.0,Male,2.0,APAC,Debit Card,3.0,6.0,12.63,18.0,36.21,0,No,0.0,Not Applicable,No,4K,12.0,181.43,3.55,0.58,2177.2,3006.24,-829.04,Football,multiple,Yes,No,Casual,Action,17.16229350717343,0.0,15.0,166.0,High,Yes,SEO,Retention,9952.527856,0.1168332781,0.09816350212,11.94126558,4936.0,98.67,No,Yes,173.6,71.0,0.56,Thriller,Evening,Smart TV,1.0,No,0.4,Family,0.0,No Change,OTT_PLATFORM
SUB-04653,44.0,Male,26.0,EMEA,PayPal,3.0,9.0,19.4,141.0,57.04,0,No,0.0,Not Applicable,No,HD,13.0,136.76,6.53,0.31,1777.9,2318.59,-540.69,Football,single,Yes,No,Casual,Action,3.500310595763219,0.0,17.0,27.0,Medium,Yes,PPC,Awareness,7849.987498,0.06175348406,0.0829565948,9.763523802,4802.0,161.25,Yes,No,116.7,75.0,0.64,Comedy,Late Night,Tablet,4.0,No,0.82,Premium,0.0,Downgraded,OTT_PLATFORM
SUB-04654,57.0,Male,53.0,AMER,Credit Card,1.0,4.0,7.99,161.0,49.42,0,No,0.0,Not Applicable,No,4K,20.0,352.75,4.21,0.2,7055.0,2351.56,4703.44,Tennis,single,Yes,Yes,Regular,Sports,9.722244463332473,0.0,2.0,147.0,Low,No,Social Media,Consideration,2656.750249,0.156663923,0.1592055723,13.47787009,4473.0,83.77,No,Yes,204.5,9.0,0.61,Reality,Evening,Mobile,4.0,Yes,0.22,Standard,0.0,No Change,OTT_PLATFORM
SUB-04655,22.0,Female,50.0,EMEA,Debit Card,1.0,3.0,10.18,214.0,45.15,0,Yes,13.0,Boxing,Yes,4K,22.0,40.48,7.13,0.09,890.65,70.75,819.9,Football,single,Yes,No,Regular,Simulation,3.079960922207176,0.0,9.0,135.0,Medium,Yes,SEO,Awareness,9239.732499,0.1181664875,0.1176903095,4.696737694,1318.0,431.36,No,No,95.1,56.0,0.72,Thriller,Evening,Desktop,5.0,No,0.83,Family,0.0,No Change,OTT_PLATFORM
SUB-04656,38.0,Female,14.0,LATAM,Credit Card,3.0,3.0,16.72,222.0,35.29,0,Yes,19.0,Basketball,No,4K,19.0,15.54,5.0,0.32,295.3,546.51,-251.21,Football,multiple,Yes,No,Regular,Action,2.577543363373466,0.0,8.0,57.0,Medium,Yes,Referral,Consideration,6645.237954,0.1207323138,0.1741191759,10.30980728,4051.0,1.55,No,Yes,44.5,36.0,0.64,Reality,Afternoon,Mobile,6.0,No,0.66,Family,0.0,No Change,OTT_PLATFORM
SUB-04657,31.0,Male,58.0,AMER,PayPal,3.0,8.0,16.75,262.0,62.69,0,No,0.0,Not Applicable,No,HD,24.0,76.44,4.78,0.29,1834.55,857.44,977.11,Football,single,Yes,No,Regular,Strategy,3.333267315456359,0.0,13.0,49.0,Medium,Yes,PPC,Conversion,6967.994343,0.2612255384,0.02974931738,13.89820331,711.0,427.45,Yes,Yes,201.6,76.0,0.52,Drama,Evening,Tablet,4.0,Yes,0.22,Basic,1.0,No Change,OTT_PLATFORM
SUB-04658,21.0,Female,16.0,AMER,PayPal,2.0,2.0,15.98,45.0,35.58,0,No,0.0,Not Applicable,No,4K,22.0,167.89,4.06,0.36,3693.65,3870.37,-176.72,Football,multiple,Yes,No,Regular,RPG,14.00665620317352,0.0,11.0,90.0,Medium,Yes,PPC,Retention,2878.669732,0.06233776517,0.05813067397,12.27411799,4146.0,169.99,No,Yes,134.0,63.0,0.68,Kids,Evening,Smart TV,1.0,No,0.07,Premium,0.0,Downgraded,OTT_PLATFORM
SUB-04659,40.0,Female,54.0,AMER,PayPal,2.0,5.925,17.89,187.0,55.77,0,Yes,5.0,Football,No,4K,19.0,14.43,3.11,0.42,274.25,227.92,46.33,Football,single,Yes,No,Regular,RPG,23.56160029326788,0.0,10.0,136.0,High,Yes,SEO,Conversion,4580.390206,0.1489666817,0.1636547412,1.912689802,1662.0,184.07,Yes,Yes,49.5,78.0,0.45,Thriller,Late Night,Mobile,6.0,No,0.77,Standard,0.0,Downgraded,OTT_PLATFORM
SUB-04660,59.0,Female,43.0,EMEA,Debit Card,3.0,9.0,15.54,354.0,58.75,0,No,0.0,Not Applicable,No,SD,19.0,181.86,3.65,0.32,3455.4,1720.56,1734.84,Football,single,Yes,No,Regular,Strategy,21.78518796308442,1.0,17.0,156.0,High,Yes,PPC,Conversion,589.8865227,0.247597094,0.1185018994,1.763336805,618.0,100.29,Yes,Yes,174.3,39.0,0.24,Thriller,Afternoon,Mobile,1.0,Yes,0.22,Basic,0.0,No Change,OTT_PLATFORM
SUB-04661,37.0,Female,42.0,EMEA,Debit Card,2.0,9.0,14.54,241.0,60.28,0,No,0.0,Not Applicable,No,4K,19.0,36.04,4.66,0.26,684.7,436.29,248.41,Football,single,Yes,No,Regular,Sports,11.59853521397178,0.0,15.0,123.0,Medium,Yes,SEO,Consideration,3304.59388,0.2477751616,0.1990593685,2.381268588,872.0,252.62,Yes,No,125.1,59.0,0.0,News,Evening,Mobile,2.0,No,0.89,Basic,0.0,Upgraded,OTT_PLATFORM
SUB-04662,32.0,Female,17.0,LATAM,PayPal,2.0,5.925,11.88,225.0,49.32,0,No,0.0,Not Applicable,No,4K,19.0,242.67,4.48,0.32,4610.7,2017.45,2593.25,Football,multiple,Yes,No,Regular,RPG,21.42666571688161,0.0,15.0,19.0,Low,No,Social Media,Retention,6325.847356,0.1133149187,0.09760086714,10.75120613,4706.0,162.33,No,No,147.0,47.0,0.56,Kids,Evening,Mobile,6.0,No,0.13,Standard,0.0,Downgraded,OTT_PLATFORM
SUB-04663,67.0,Female,46.0,APAC,Credit Card,3.0,8.0,12.01,334.0,55.62,0,No,0.0,Not Applicable,No,HD,17.0,3.76,4.17,0.35,63.85,22.28,41.57,Football,single,Yes,No,Regular,RPG,16.91246564278142,1.0,1.0,72.0,Low,No,PPC,Awareness,7875.16272,0.2237015577,0.06874872568,13.65906467,3428.0,78.61,Yes,No,113.3,18.0,0.59,Kids,Evening,Desktop,4.0,No,0.62,Standard,0.0,No Change,OTT_PLATFORM
SUB-04664,69.0,Male,22.0,APAC,Credit Card,1.0,5.925,11.09,48.0,33.3,0,No,0.0,Not Applicable,No,HD,18.0,36.35,4.38,0.33,654.35,226.32,428.03,Football,single,Yes,No,Regular,Strategy,10.819700333325915,0.0,1.0,143.0,Low,No,Referral,Retention,8194.583657,0.2246563815,0.1894872293,10.8440657,3287.0,178.05,Yes,No,199.7,71.0,0.97,Documentary,Late Night,Tablet,3.0,No,0.69,Premium,1.0,No Change,OTT_PLATFORM
SUB-04665,62.0,Female,4.0,EMEA,PayPal,3.0,7.0,14.3,111.0,41.37,0,No,0.0,Not Applicable,No,4K,18.0,380.99,5.96,0.22,6857.9,8356.84,-1498.94,Football,single,Yes,Yes,Regular,Strategy,14.614699385032884,0.0,7.0,74.0,High,Yes,SEO,Conversion,3479.9556,0.2888495018,0.1471813385,4.033266993,3586.0,223.93,Yes,No,199.9,32.0,0.36,Comedy,Afternoon,Smart TV,4.0,Yes,0.66,Basic,0.0,Upgraded,OTT_PLATFORM
SUB-04666,46.0,Female,19.0,AMER,Debit Card,0.0,1.0,11.1,83.0,35.07,0,No,0.0,Not Applicable,No,SD,20.0,91.34,4.34,0.45,1826.85,1727.28,99.57,Football,single,Yes,No,Regular,Simulation,21.440789118972457,0.0,1.0,103.0,Medium,Yes,Email,Conversion,1402.89494,0.1256220775,0.1287244451,3.534406225,3021.0,367.95,Yes,No,171.7,43.0,0.39,Kids,Evening,Tablet,1.0,Yes,0.32,Family,0.0,Upgraded,OTT_PLATFORM
SUB-04667,25.0,Female,2.0,APAC,Credit Card,3.0,9.0,7.21,104.0,43.28,1,Yes,12.0,Tennis,No,HD,24.0,649.86,5.97,0.38,15596.55,18304.03,-2707.48,Football,single,Yes,Yes,Regular,RPG,8.625652453397075,0.0,15.0,126.0,High,Yes,Email,Conversion,7619.764702,0.2636300604,0.03314341213,5.740290021,2953.0,216.15,Yes,No,29.8,36.0,0.2,Documentary,Evening,Smart TV,2.0,Yes,0.88,Premium,2.0,No Change,OTT_PLATFORM
SUB-04668,58.0,Male,39.0,APAC,Credit Card,1.0,3.0,6.6,74.0,40.63,0,No,0.0,Not Applicable,No,HD,27.0,15.76,3.31,0.33,425.6,433.56,-7.96,Football,single,Yes,Yes,Regular,Action,20.020753992054825,0.0,4.0,144.0,Medium,Yes,Social Media,Conversion,6964.794666,0.02445836507,0.1343073914,10.14071915,3992.0,265.05,No,No,202.1,35.0,0.07,News,Evening,Mobile,4.0,Yes,0.77,Premium,0.0,No Change,OTT_PLATFORM
SUB-04669,65.0,Female,9.0,EMEA,Credit Card,4.0,1.0,18.87,55.0,28.68,0,No,0.0,Not Applicable,No,SD,25.0,204.2,4.16,0.32,5105.1,3720.86,1384.24,Football,single,Yes,No,Regular,Strategy,16.374599488334866,0.0,13.0,12.0,Low,No,Referral,Awareness,8798.547068,0.06075868281,0.09126863061,7.04007655,4584.0,293.3,Yes,No,162.7,20.0,0.77,Drama,Evening,Desktop,2.0,No,0.51,Standard,1.0,No Change,OTT_PLATFORM
SUB-04670,36.0,Female,19.0,LATAM,Debit Card,2.0,8.0,5.37,317.0,44.72,0,No,0.0,Not Applicable,No,HD,22.0,85.22,2.77,0.5,1874.75,2019.75,-145.0,Football,single,Yes,No,Regular,Strategy,15.868562110717075,0.0,3.0,160.0,Medium,Yes,SEO,Consideration,1222.333956,0.1775267921,0.1819679305,14.28418705,72.0,239.87,Yes,Yes,168.8,1.0,0.25,News,Morning,Smart TV,4.0,No,0.6,Premium,1.0,No Change,OTT_PLATFORM
SUB-04671,65.0,Female,16.0,EMEA,PayPal,3.0,7.0,6.58,2.0,43.8,0,Yes,2.0,Basketball,No,HD,27.0,199.58,3.45,0.63,5388.65,7596.58,-2207.93,Football,single,Yes,Yes,Regular,Sports,6.845383790461298,0.0,13.0,33.0,Medium,Yes,Social Media,Awareness,950.0198472,0.1184291039,0.1939070474,2.436963405,2644.0,366.08,Yes,No,90.3,30.0,0.61,Reality,Evening,Desktop,5.0,Yes,0.57,Standard,0.0,No Change,OTT_PLATFORM
SUB-04672,56.0,Male,54.0,EMEA,Debit Card,2.0,2.0,11.68,242.0,44.47,0,No,0.0,Not Applicable,No,HD,20.0,6.02,3.85,0.3,120.45,100.77,19.68,Football,single,Yes,No,Regular,Strategy,23.422868479351617,0.0,18.0,124.0,High,Yes,Referral,Conversion,5975.849174,0.172896592,0.06330587592,10.11641185,1809.0,126.95,Yes,No,211.6,29.0,0.69,Reality,Late Night,Tablet,1.0,Yes,0.95,Premium,0.0,No Change,OTT_PLATFORM
SUB-04673,63.0,Female,25.0,AMER,Credit Card,1.0,7.0,8.94,258.0,47.87,0,No,0.0,Not Applicable,No,4K,15.0,169.8,4.62,0.33,2547.05,2081.34,465.71,Football,single,Yes,No,Regular,Action,10.359563475022137,0.0,8.0,36.0,Low,No,PPC,Retention,1531.011241,0.2326104385,0.0905279071,10.87106039,1899.0,298.12,No,No,175.5,75.0,0.47,Drama,Evening,Mobile,1.0,Yes,0.9,Standard,2.0,No Change,OTT_PLATFORM
SUB-04674,45.0,Male,48.0,EMEA,PayPal,2.0,5.0,11.09,332.0,49.83,0,Yes,18.0,F1,Yes,HD,25.0,44.47,3.68,0.44,1111.8,1089.77,22.03,Football,single,Yes,No,Regular,Simulation,6.891377323288115,0.0,19.0,74.0,High,Yes,SEO,Retention,5148.216857,0.2666035268,0.02337693815,2.183990645,2574.0,312.28,Yes,No,31.5,43.0,0.88,Reality,Late Night,Smart TV,3.0,No,0.24,Premium,0.0,No Change,OTT_PLATFORM
SUB-04675,63.0,Female,18.0,AMER,Debit Card,3.0,5.925,6.76,10.0,42.05,0,Yes,8.0,Football,No,SD,17.0,11.9,3.78,0.47,202.35,259.72,-57.37,Football,multiple,Yes,No,Regular,Simulation,5.970601392200956,0.0,11.0,55.0,Medium,Yes,Email,Conversion,3606.382661,0.08742112366,0.1339166557,7.441970489,2674.0,238.07,No,Yes,100.8,11.0,0.44,Documentary,Evening,Mobile,1.0,No,0.26,Basic,0.0,No Change,OTT_PLATFORM
SUB-04676,44.0,Male,23.0,LATAM,PayPal,3.0,10.0,6.96,76.0,51.67,0,No,0.0,Not Applicable,No,HD,24.0,36.76,4.63,0.46,882.35,823.85,58.5,Football,multiple,Yes,No,Regular,Sports,21.049377949436728,1.0,6.0,145.0,Medium,Yes,PPC,Awareness,4979.616635,0.133216661,0.08484516265,8.694738163,2206.0,184.32,Yes,Yes,213.3,50.0,0.28,News,Afternoon,Console,3.0,No,0.98,Premium,0.0,Downgraded,OTT_PLATFORM
SUB-04677,21.0,Male,53.0,AMER,Credit Card,1.0,7.0,17.01,258.0,60.74,0,Yes,8.0,Tennis,No,SD,23.0,83.65,3.26,0.52,1923.95,1587.38,336.57,Football,single,Yes,No,Regular,Action,4.158714820604495,0.0,10.0,153.0,High,Yes,Email,Consideration,9148.753371,0.2526431491,0.1114573718,14.47440479,4595.0,48.6,Yes,No,16.1,48.0,0.9,News,Morning,Smart TV,1.0,Yes,0.24,Premium,0.0,No Change,OTT_PLATFORM
SUB-04678,32.0,Male,21.0,LATAM,Debit Card,1.0,2.0,16.39,121.0,38.31,0,No,0.0,Not Applicable,No,HD,26.0,164.9,4.98,0.31,4287.3,3358.96,928.34,Football,single,Yes,No,Regular,Action,23.75063746914542,1.0,12.0,102.0,Medium,Yes,Email,Conversion,4262.509376,0.08296092428,0.09224369187,9.5215031,4882.0,27.58,Yes,Yes,230.9,23.0,0.86,News,Evening,Mobile,4.0,No,0.95,Premium,0.0,No Change,OTT_PLATFORM
SUB-04679,52.0,Female,11.0,LATAM,PayPal,1.0,2.0,6.56,321.0,29.12,0,No,0.0,Not Applicable,No,HD,25.0,153.45,3.61,0.4,3836.2,1950.65,1885.55,Football,single,Yes,No,Regular,Sports,1.0393509809559376,0.0,8.0,104.0,Medium,Yes,PPC,Awareness,8611.692777,0.06093060226,0.1449069955,3.91452497,2481.0,357.54,Yes,No,164.6,23.0,0.16,Thriller,Evening,Smart TV,4.0,No,0.65,Basic,0.0,No Change,OTT_PLATFORM
SUB-04680,54.0,Male,39.0,LATAM,Debit Card,6.0,7.0,15.02,215.0,50.4,0,No,0.0,Not Applicable,No,4K,17.0,72.24,3.95,0.29,1228.1,972.33,255.77,Football,single,Yes,No,Regular,Sports,6.198687570292008,0.0,1.0,49.0,Low,No,Referral,Conversion,130.6705621,0.2983144522,0.04337350384,13.23097648,1356.0,232.05,Yes,Yes,153.4,59.0,0.03,News,Evening,Smart TV,5.0,No,0.05,Standard,0.0,No Change,OTT_PLATFORM
SUB-04681,18.0,Male,41.0,EMEA,Credit Card,3.0,3.0,14.14,245.0,42.72,1,Yes,12.0,F1,Yes,HD,24.0,70.94,5.0,0.29,1702.5,975.87,726.63,Football,single,Yes,No,Regular,Sports,13.263957957743214,0.0,8.0,150.0,Medium,Yes,Referral,Consideration,8915.274374,0.04996393424,0.1894861127,3.16310246,4201.0,288.11,Yes,Yes,68.6,10.0,0.09,Reality,Evening,Tablet,4.0,No,0.34,Standard,0.0,Upgraded,OTT_PLATFORM
SUB-04682,20.0,Male,4.0,AMER,PayPal,2.0,5.925,15.7,337.0,35.99,0,Yes,15.0,Football,Yes,HD,18.0,220.13,4.55,0.33,3962.4,1970.45,1991.95,Football,single,Yes,No,Regular,Sports,11.03841884275956,0.0,6.0,121.0,Medium,Yes,SEO,Consideration,2566.019259,0.2154955906,0.04505579418,6.867686764,2713.0,67.37,No,No,63.5,12.0,0.29,Comedy,Late Night,Smart TV,2.0,No,0.48,Standard,0.0,No Change,OTT_PLATFORM
SUB-04683,64.0,Male,25.0,APAC,Credit Card,1.0,7.0,12.12,180.0,49.16,0,No,0.0,Not Applicable,No,4K,26.0,153.4,3.66,0.31,3988.5,4067.94,-79.44,Football,single,Yes,No,Regular,Sports,19.45824783378665,0.0,14.0,157.0,High,Yes,SEO,Retention,127.3205202,0.09825891442,0.1408423324,14.32976959,1894.0,77.49,Yes,Yes,226.4,71.0,0.97,Drama,Evening,Console,4.0,No,0.83,Basic,0.0,No Change,OTT_PLATFORM
SUB-04684,44.0,Female,32.0,EMEA,PayPal,0.0,2.0,9.05,341.0,38.07,0,Yes,3.0,F1,No,HD,17.0,87.81,4.8,0.47,1492.7,1405.75,86.95,Football,single,Yes,No,Regular,Strategy,10.167058148330897,0.0,15.0,80.0,Medium,Yes,Email,Retention,3436.930987,0.1567140386,0.1007350391,7.585914753,1903.0,262.35,No,Yes,75.1,73.0,0.56,Reality,Evening,Mobile,3.0,Yes,0.33,Basic,0.0,No Change,OTT_PLATFORM
SUB-04685,44.0,Female,30.0,LATAM,Credit Card,2.0,2.0,14.96,300.0,39.35,0,No,0.0,Not Applicable,No,4K,23.0,14.18,3.38,0.48,326.1,392.09,-65.99,Football,single,Yes,No,Regular,Action,10.292730916308871,1.0,2.0,110.0,Medium,Yes,Referral,Conversion,2959.810321,0.08951639438,0.05619535166,14.81300681,2832.0,398.79,Yes,Yes,187.2,71.0,0.37,News,Evening,Mobile,6.0,No,0.31,Premium,0.0,No Change,OTT_PLATFORM
SUB-04686,57.0,Female,45.0,APAC,Credit Card,0.0,9.0,10.57,290.0,62.18,0,Yes,8.0,Tennis,No,4K,25.0,227.32,3.99,0.32,5683.05,2984.27,2698.78,Football,single,Yes,No,Regular,Action,4.096651984232551,0.0,19.0,75.0,Medium,Yes,SEO,Retention,8132.723614,0.2870915578,0.148500876,12.70557203,3476.0,46.23,No,No,97.4,63.0,0.89,News,Evening,Smart TV,5.0,No,0.92,Basic,2.0,Upgraded,OTT_PLATFORM
SUB-04687,53.0,Female,59.0,EMEA,Debit Card,2.0,1.0,8.28,73.0,41.22,1,Yes,13.0,Tennis,No,HD,21.0,36.22,5.56,0.43,760.55,1724.79,-964.24,Football,multiple,Yes,No,Regular,Strategy,18.03673991117096,0.0,1.0,23.0,Low,No,Referral,Conversion,6809.749357,0.2312245519,0.1258161301,6.579429609,2589.0,224.48,Yes,No,37.7,19.0,0.45,Kids,Late Night,Console,6.0,Yes,0.08,Family,0.0,Downgraded,OTT_PLATFORM
SUB-04688,51.0,Male,26.0,APAC,Credit Card,0.0,3.0,11.13,209.0,39.02,1,Yes,19.0,Basketball,No,HDR,25.0,188.6,5.48,0.4,4714.9,6959.09,-2244.19,Football,single,Yes,No,Regular,Strategy,21.870312394997395,0.0,9.0,27.0,High,Yes,PPC,Consideration,338.3689164,0.1441978137,0.07730057866,10.96551022,4994.0,89.99,Yes,No,7.5,71.0,0.32,Kids,Morning,Smart TV,6.0,No,0.55,Standard,0.0,No Change,OTT_PLATFORM
SUB-04689,46.0,Female,57.0,LATAM,Debit Card,2.0,10.0,16.45,241.0,66.9,0,No,0.0,Not Applicable,No,HDR,30.0,83.3,4.86,0.5,2499.05,4138.53,-1639.48,Football,single,Yes,Yes,High-Roller,Sports,21.57416655431837,1.0,8.0,57.0,Medium,Yes,PPC,Retention,9541.62205,0.1687245624,0.1131229328,11.17297893,4754.0,334.69,No,Yes,132.9,72.0,0.94,Drama,Late Night,Mobile,2.0,No,0.5,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-04690,41.0,Male,36.0,APAC,Credit Card,1.0,5.925,12.14,362.0,45.22,0,No,0.0,Not Applicable,No,HD,23.0,167.0,4.45,0.3,3840.9,4390.83,-549.93,Football,single,Yes,No,Regular,Simulation,16.09786547671491,0.0,3.0,134.0,Medium,Yes,Referral,Awareness,3291.79475,0.224244632,0.05601050722,12.36965857,4319.0,291.25,No,Yes,234.3,70.0,0.85,Kids,Late Night,Smart TV,2.0,No,0.06,Basic,0.0,Upgraded,OTT_PLATFORM
SUB-04691,41.0,Female,51.0,APAC,Credit Card,2.0,5.0,9.5,173.0,48.92,0,Yes,1.0,F1,No,4K,19.0,4.72,4.68,0.47,89.65,149.37,-59.72,Football,single,Yes,No,Regular,Simulation,9.269810277092066,1.0,1.0,129.0,Low,No,SEO,Conversion,7868.991797,0.2302255802,0.132487977,14.54706673,1210.0,355.65,No,No,91.7,77.0,0.84,Documentary,Evening,Mobile,1.0,No,0.09,Family,1.0,No Change,OTT_PLATFORM
SUB-04692,59.0,Female,34.0,LATAM,Credit Card,3.0,3.0,17.48,5.0,42.24,0,Yes,16.0,Football,No,4K,20.0,174.62,5.24,0.5,3492.3,4967.95,-1475.65,Football,single,Yes,No,Regular,Simulation,3.836256370837896,0.0,5.0,179.0,High,Yes,Email,Conversion,5816.981691,0.02713903993,0.119335963,8.395234379,851.0,130.81,Yes,Yes,88.9,27.0,0.51,Drama,Evening,Mobile,3.0,No,0.38,Basic,0.0,Downgraded,OTT_PLATFORM
SUB-04693,21.0,Female,9.0,APAC,PayPal,3.0,9.0,18.22,217.0,50.16,0,Yes,2.0,F1,No,HDR,26.0,11.45,4.47,0.46,297.75,345.73,-47.98,Football,single,Yes,No,Regular,Sports,4.437824902963217,0.0,3.0,65.0,Low,No,PPC,Consideration,4493.931902,0.1824306105,0.1538155898,2.673118213,3822.0,392.9,Yes,No,85.9,1.0,0.79,Drama,Afternoon,Mobile,6.0,No,0.13,Basic,0.0,No Change,OTT_PLATFORM
SUB-04694,20.0,Male,12.0,EMEA,Debit Card,1.0,5.0,11.5,214.0,40.63,0,No,0.0,Not Applicable,No,4K,19.0,751.54,5.25,0.37,14279.3,18826.99,-4547.69,Football,single,Yes,Yes,Regular,Strategy,10.297274303333555,1.0,10.0,102.0,Medium,Yes,Email,Awareness,3381.66923,0.1295396131,0.1316821163,0.7041938442,1887.0,53.13,No,No,127.3,42.0,0.18,Drama,Evening,Smart TV,4.0,No,0.48,Basic,2.0,No Change,OTT_PLATFORM
SUB-04695,44.0,Female,2.0,APAC,PayPal,3.0,7.0,10.62,325.0,38.36,0,Yes,6.0,Football,No,4K,19.0,77.14,4.25,0.32,1465.65,794.03,671.62,Football,single,Yes,No,Regular,RPG,18.092133292111072,0.0,4.0,168.0,Medium,Yes,SEO,Consideration,9722.678053,0.07116012301,0.1551376661,6.264191036,2962.0,38.8,Yes,No,108.6,7.0,0.57,Kids,Morning,Mobile,4.0,No,0.61,Basic,0.0,Downgraded,OTT_PLATFORM
SUB-04696,44.0,Female,38.0,AMER,Debit Card,2.0,7.0,14.19,310.0,54.18,0,No,0.0,Not Applicable,No,SD,17.0,5.78,4.16,0.53,98.3,156.86,-58.56,Football,single,Yes,No,Regular,Action,20.46461704436704,0.0,14.0,110.0,High,Yes,Referral,Awareness,5268.58684,0.1029688603,0.1174087959,3.082357182,4371.0,307.76,No,No,211.8,12.0,0.98,Drama,Evening,Tablet,1.0,No,0.69,Standard,0.0,No Change,OTT_PLATFORM
SUB-04697,40.0,Female,5.0,EMEA,Credit Card,3.0,9.0,5.87,38.0,45.0,0,No,0.0,Not Applicable,No,HD,18.0,12.44,5.86,0.22,223.95,197.58,26.37,Football,single,Yes,No,Regular,Strategy,5.352891359503775,0.0,6.0,96.0,Medium,Yes,Email,Retention,6718.348479,0.03011797278,0.1021573357,5.101625033,3210.0,186.09,Yes,No,123.8,34.0,0.29,Reality,Morning,Mobile,4.0,Yes,0.55,Premium,2.0,No Change,OTT_PLATFORM
SUB-04698,69.0,Male,5.0,APAC,PayPal,1.0,2.0,15.37,61.0,34.41,0,No,0.0,Not Applicable,No,HD,16.0,168.45,6.14,0.44,2695.15,3009.22,-314.07,Football,single,Yes,No,Regular,RPG,6.941059220114057,1.0,11.0,138.0,High,Yes,SEO,Retention,6377.586887,0.2779685434,0.07826901572,12.13862117,1205.0,143.79,Yes,No,124.3,22.0,0.79,Thriller,Evening,Smart TV,2.0,No,0.38,Standard,1.0,No Change,OTT_PLATFORM
SUB-04699,40.0,Female,52.0,AMER,Debit Card,1.0,3.0,16.73,95.0,49.68,1,Yes,10.0,F1,Yes,HD,11.0,234.18,3.87,0.27,2576.0,1241.8,1334.2,Football,single,Yes,No,Casual,Strategy,23.64776136947496,0.0,11.0,135.0,High,Yes,Referral,Retention,5206.047993,0.1049630446,0.1021609048,13.65174444,2523.0,289.32,Yes,Yes,37.5,45.0,0.49,Documentary,Evening,Smart TV,4.0,Yes,0.13,Premium,2.0,No Change,OTT_PLATFORM
SUB-04700,62.0,Female,22.0,AMER,Credit Card,3.0,4.0,10.96,233.0,39.15,0,No,0.0,Not Applicable,No,HDR,18.0,219.87,3.92,0.39,3957.6,2764.22,1193.38,Football,single,Yes,No,Regular,Action,8.357944549999173,0.0,17.0,77.0,High,Yes,PPC,Conversion,6208.807353,0.1322118279,0.03708600661,3.245089953,479.0,397.54,No,No,235.9,14.0,0.04,Kids,Afternoon,Smart TV,6.0,No,0.25,Premium,0.0,Upgraded,OTT_PLATFORM
SUB-04701,44.0,Male,5.0,AMER,Debit Card,2.0,8.0,7.62,277.0,43.46,0,Yes,18.0,F1,Yes,SD,13.0,171.76,4.95,0.31,2232.85,1985.14,247.71,Football,single,Yes,No,Casual,Action,5.985042728929683,0.0,5.0,97.0,Medium,Yes,Email,Consideration,3813.983969,0.1289670578,0.1660805868,10.81870356,4950.0,81.52,Yes,No,63.7,1.0,0.76,Kids,Evening,Smart TV,4.0,Yes,0.42,Family,2.0,No Change,OTT_PLATFORM
SUB-04702,48.0,Male,59.0,APAC,Debit Card,5.0,1.0,5.43,36.0,36.87,1,Yes,10.0,Tennis,No,4K,24.0,79.52,5.37,0.29,1908.5,1590.38,318.12,Football,single,Yes,No,Regular,Sports,21.18400378336808,1.0,8.0,47.0,Medium,Yes,PPC,Consideration,5938.733352,0.1076690443,0.1295747602,10.79291031,2562.0,199.39,Yes,No,22.2,60.0,0.17,Reality,Late Night,Smart TV,2.0,Yes,0.92,Basic,0.0,No Change,OTT_PLATFORM
